Time (Seconds),Power (W),Temperature_Center(deg. C),Temperature__Middle(deg. C),Temperature_Surface(deg. C)
418,0.00032321,25.7906848089051,25.7949501199429,25.7765096788676
419,0.00011114,25.7929041334516,25.7929127720971,25.7765096788676
420,9.3064E-06,25.8027902155227,25.784763380714,25.7765096788676
421,9.306E-06,25.7943164308903,25.7908754242513,25.7765096788676
422,9.3063E-06,25.8015796748609,25.7929127720971,25.7765096788676
423,9.3058E-06,25.7902812953511,25.7827260328683,25.7765096788676
424,9.3058E-06,25.7896760250203,25.7908754242513,25.7765096788676
425,9.3061E-06,25.795930485106,25.784763380714,25.7765096788676
426,9.3058E-06,25.790886565682,25.7929127720971,25.7765096788676
427,9.3058E-06,25.7894742682433,25.7929127720971,25.7765096788676
428,9.3058E-06,25.7898777817972,25.7888380764056,25.7765096788676
429,9.306E-06,25.7929041334516,25.7868007285598,25.7765096788676
430,9.306E-06,25.7943164308903,25.7888380764056,25.7765096788676
431,9.306E-06,25.7953252147751,25.7908754242513,25.7765096788676
432,9.3057E-06,25.7886672411355,25.7868007285598,25.7765096788676
433,9.3059E-06,25.7920971063438,25.7908754242513,25.7765096788676
434,9.306E-06,25.7941146741134,25.7908754242513,25.7765096788676
435,9.3059E-06,25.7927023766746,25.784763380714,25.7765096788676
436,9.3058E-06,25.7904830521281,25.7868007285598,25.7765096788676
437,9.3058E-06,25.7894742682433,25.7827260328683,25.7765096788676
438,9.3058E-06,25.7886672411355,25.784763380714,25.7765096788676
439,9.3057E-06,25.7874567004737,25.7868007285598,25.7765096788676
440,9.3054E-06,25.7803952132801,25.7908754242513,25.7765096788676
441,9.3057E-06,25.7870531869198,25.784763380714,25.7765096788676
442,9.3059E-06,25.7920971063438,25.7929127720971,25.7765096788676
443,9.3056E-06,25.7866496733659,25.7888380764056,25.7765096788676
444,9.3059E-06,25.7922988631207,25.784763380714,25.7765096788676
445,9.3059E-06,25.7906848089051,25.7888380764056,25.7765096788676
446,9.3059E-06,25.7906848089051,25.7888380764056,25.7765096788676
447,9.3061E-06,25.7967375122139,25.784763380714,25.7765096788676
448,9.3056E-06,25.7866496733659,25.7888380764056,25.7765096788676
449,0.00040546,25.8046060265153,25.7888380764056,25.7765096788676
450,0.000623,25.8140885950324,25.7908754242513,25.7765096788676
451,0.000623,25.8130798111476,25.7969874677887,25.7765096788676
452,0.000623,25.8136850814785,25.7949501199429,25.7765096788676
453,0.000623,25.8144921085863,25.7929127720971,25.7765096788676
454,0.000623,25.8146938653633,25.7949501199429,25.7765096788676
455,0.000623,25.8142903518093,25.7929127720971,25.7765096788676
456,0.000623,25.8146938653633,25.7929127720971,25.7765096788676
457,0.000623,25.8167114331328,25.7969874677887,25.7765096788676
458,0.000623,25.815904406025,25.7949501199429,25.7765096788676
459,0.000623,25.816106162802,25.7949501199429,25.7765096788676
460,0.000623,25.816106162802,25.7949501199429,25.7765096788676
461,0.000623,25.8146938653633,25.7949501199429,25.7765096788676
462,0.000623,25.8152991356941,25.7949501199429,25.7765096788676
463,0.000623,25.8157026492481,25.7949501199429,25.7765096788676
464,0.000623,25.8165096763559,25.7949501199429,25.7765096788676
465,0.000623,25.8157026492481,25.7969874677887,25.7765096788676
466,0.000623,25.8155008924711,25.7929127720971,25.7765096788676
467,0.000623,25.815904406025,25.7929127720971,25.7765096788676
468,0.000623,25.8152991356941,25.7949501199429,25.7765096788676
469,0.000623,25.815904406025,25.7949501199429,25.7765096788676
471,0.000623,25.8163079195789,25.7990248156344,25.7765096788676
472,0.000623,25.8155008924711,25.7908754242513,25.7765096788676
473,0.000623,25.8165096763559,25.7990248156344,25.7765096788676
474,0.000623,25.8155008924711,25.7969874677887,25.7765096788676
475,0.000623,25.8157026492481,25.7990248156344,25.7765096788676
476,0.000623,25.8155008924711,25.7949501199429,25.7765096788676
477,0.000623,25.815904406025,25.7969874677887,25.7765096788676
478,0.000623,25.8167114331328,25.7969874677887,25.7765096788676
479,7.1693E-05,25.8092464323853,25.7990248156344,25.7765096788676
480,9.3057E-06,25.7872549436967,25.7990248156344,25.7765096788676
481,9.3061E-06,25.7969392689908,25.7929127720971,25.7765096788676
482,9.306E-06,25.7945181876673,25.7929127720971,25.7765096788676
483,9.3058E-06,25.7902812953511,25.7908754242513,25.7765096788676
484,9.3056E-06,25.7868514301428,25.7908754242513,25.7765096788676
485,9.3059E-06,25.7927023766746,25.7908754242513,25.7765096788676
486,9.3058E-06,25.7902812953511,25.7908754242513,25.7765096788676
487,9.3059E-06,25.7925006198977,25.7868007285598,25.7765096788676
488,9.3059E-06,25.7922988631207,25.7888380764056,25.7765096788676
489,9.3058E-06,25.7898777817972,25.7888380764056,25.7765096788676
490,9.3059E-06,25.7920971063438,25.7929127720971,25.7765096788676
491,9.3061E-06,25.7971410257678,25.7888380764056,25.7765096788676
492,9.306E-06,25.7935094037825,25.7868007285598,25.7765096788676
493,9.306E-06,25.7937111605595,25.7888380764056,25.7765096788676
494,9.3057E-06,25.7882637275815,25.7908754242513,25.7765096788676
495,9.306E-06,25.7947199444443,25.7908754242513,25.7765096788676
496,9.306E-06,25.7933076470055,25.784763380714,25.7765096788676
497,9.306E-06,25.7933076470055,25.7888380764056,25.7765096788676
498,9.3058E-06,25.7900795385742,25.7908754242513,25.7765096788676
499,9.3058E-06,25.7894742682433,25.7868007285598,25.7865096788676
500,9.306E-06,25.7941146741134,25.784763380714,25.7765096788676
501,9.3057E-06,25.7884654843585,25.7888380764056,25.7865096788676
502,9.3057E-06,25.7878602140276,25.7888380764056,25.7865096788676
503,9.3057E-06,25.7884654843585,25.7827260328683,25.7865096788676
504,9.3056E-06,25.7854391327041,25.7908754242513,25.7865096788676
505,9.3063E-06,25.7999656206452,25.7888380764056,25.7865096788676
506,9.3059E-06,25.7916935927898,25.7908754242513,25.7865096788676
507,9.3058E-06,25.7886672411355,25.7888380764056,25.7865096788676
508,9.3059E-06,25.7933076470055,25.7888380764056,25.7865096788676
509,0.00068378,25.8475802200077,25.7888380764056,25.7865096788676
510,0.0012401,25.8814753585369,25.7949501199429,25.7865096788676
511,0.0012401,25.8798613043212,25.7969874677887,25.7865096788676
512,0.0012402,25.8814753585369,25.7969874677887,25.7865096788676
513,0.0012402,25.8832911695296,25.7990248156344,25.7865096788676
514,0.0012402,25.8838964398605,25.803099511326,25.7865096788676
515,0.0012402,25.8842999534144,25.8010621634802,25.7865096788676
516,0.0012402,25.8857122508531,25.8092115548633,25.7865096788676
517,0.0012402,25.8871245482918,25.8010621634802,25.7865096788676
518,0.0012402,25.8871245482918,25.8071742070175,25.7865096788676
519,0.0012402,25.8873263050688,25.811248902709,25.7865096788676
520,0.0012402,25.8869227915148,25.803099511326,25.7865096788676
521,0.0012402,25.8875280618457,25.8051368591717,25.7865096788676
522,0.0012402,25.8879315753996,25.8092115548633,25.7865096788676
523,0.0012402,25.8879315753996,25.8010621634802,25.7865096788676
524,0.0012402,25.8879315753996,25.8051368591717,25.7865096788676
525,0.0012402,25.8879315753996,25.8071742070175,25.7865096788676
526,0.0012402,25.8879315753996,25.803099511326,25.7865096788676
527,0.0012402,25.8877298186227,25.803099511326,25.7865096788676
528,0.0012402,25.8875280618457,25.803099511326,25.7865096788676
529,0.0012402,25.8881333321766,25.803099511326,25.7865096788676
530,0.0012402,25.8879315753996,25.8092115548633,25.7865096788676
531,0.0012402,25.8885368457305,25.803099511326,25.7865096788676
532,0.0012402,25.8885368457305,25.8132862505548,25.7865096788676
533,0.0012402,25.8875280618457,25.803099511326,25.7865096788676
534,0.0012402,25.8881333321766,25.8071742070175,25.7865096788676
535,0.0012402,25.8877298186227,25.8071742070175,25.7865096788676
536,0.0012402,25.8885368457305,25.803099511326,25.7865096788676
537,0.0012402,25.8879315753996,25.8071742070175,25.7865096788676
538,0.0012402,25.8885368457305,25.8051368591717,25.7865096788676
539,0.00016246,25.8326502185127,25.8051368591717,25.7865096788676
540,9.3065E-06,25.8056148104001,25.8010621634802,25.7865096788676
541,9.3064E-06,25.8046060265153,25.7990248156344,25.7865096788676
542,9.3061E-06,25.796132241883,25.7969874677887,25.7865096788676
544,9.3062E-06,25.7987550799834,25.7929127720971,25.7865096788676
545,9.3058E-06,25.7906848089051,25.7908754242513,25.7865096788676
546,9.3063E-06,25.8005708909761,25.7888380764056,25.7865096788676
547,9.3059E-06,25.7918953495668,25.7827260328683,25.7865096788676
548,9.3057E-06,25.7888689979124,25.7888380764056,25.7865096788676
549,9.306E-06,25.7941146741134,25.7908754242513,25.7865096788676
550,9.3058E-06,25.7892725114663,25.7929127720971,25.7865096788676
551,9.3057E-06,25.7872549436967,25.7888380764056,25.7865096788676
552,9.3055E-06,25.7834215649345,25.7908754242513,25.7865096788676
553,9.306E-06,25.7951234579982,25.7888380764056,25.7865096788676
554,9.3058E-06,25.7898777817972,25.7929127720971,25.7865096788676
555,9.306E-06,25.7939129173364,25.7888380764056,25.7865096788676
556,9.3058E-06,25.7896760250203,25.784763380714,25.7865096788676
557,9.306E-06,25.7933076470055,25.7827260328683,25.7865096788676
558,9.3058E-06,25.7898777817972,25.7888380764056,25.7865096788676
559,9.3062E-06,25.7987550799834,25.7868007285598,25.7865096788676
560,9.3061E-06,25.7953252147751,25.7888380764056,25.7865096788676
561,9.3057E-06,25.7888689979124,25.7888380764056,25.7865096788676
562,9.3058E-06,25.7912900792359,25.7888380764056,25.7865096788676
563,9.306E-06,25.7939129173364,25.7888380764056,25.7865096788676
564,9.3056E-06,25.786246159812,25.7888380764056,25.7865096788676
565,9.3059E-06,25.7912900792359,25.784763380714,25.7865096788676
566,9.3058E-06,25.7906848089051,25.7888380764056,25.7865096788676
567,9.3058E-06,25.7902812953511,25.7868007285598,25.7865096788676
568,9.306E-06,25.7943164308903,25.7888380764056,25.7865096788676
569,0.0011942,25.9270723901298,25.7888380764056,25.7865096788676
570,0.0025275,26.0190734804234,25.7949501199429,25.7865096788676
571,0.0025275,26.0204857778621,25.811248902709,25.7865096788676
572,0.0025276,26.0251261837322,25.8071742070175,25.7865096788676
573,0.0025276,26.0277490218327,25.8132862505548,25.7865096788676
574,0.0025276,26.0303718599332,25.8153235984006,25.7865096788676
575,0.0025277,26.0319859141489,25.8193982940921,25.7865096788676
576,0.0025277,26.0342052386954,25.8193982940921,25.7865096788676
577,0.0025277,26.0354157793572,25.8193982940921,25.7865096788676
578,0.0025277,26.0358192929111,25.8214356419379,25.7865096788676
579,0.0025277,26.036424563242,25.8255103376294,25.7865096788676
580,0.0025277,26.0368280767959,25.8214356419379,25.7865096788676
581,0.0025277,26.0376351039037,25.8214356419379,25.7865096788676
582,0.0025277,26.0376351039037,25.8275476854752,25.7865096788676
583,0.0025277,26.0386438877885,25.8234729897836,25.7865096788676
584,0.0025277,26.0384421310116,25.8275476854752,25.7865096788676
585,0.0025277,26.0384421310116,25.8295850333209,25.7865096788676
586,0.0025277,26.0380386174576,25.8255103376294,25.7865096788676
587,0.0025277,26.0382403742346,25.8234729897836,25.7865096788676
588,0.0025277,26.0384421310116,25.8275476854752,25.7865096788676
589,0.0025277,26.0388456445655,25.8275476854752,25.7865096788676
590,0.0025277,26.0390474013424,25.8255103376294,25.7865096788676
591,0.0025277,26.0388456445655,25.8275476854752,25.7865096788676
592,0.0025277,26.0378368606807,25.8234729897836,25.7865096788676
593,0.0025277,26.0382403742346,25.8234729897836,25.7865096788676
594,0.0025277,26.0390474013424,25.8234729897836,25.7865096788676
595,0.0025277,26.0392491581194,25.8234729897836,25.7865096788676
596,0.0025277,26.0390474013424,25.8234729897836,25.7865096788676
597,0.0025277,26.0394509148964,25.8255103376294,25.7865096788676
598,0.0025277,26.0390474013424,25.8336597290125,25.7865096788676
599,0.00041511,25.9046773878873,25.8275476854752,25.7865096788676
600,9.3069E-06,25.8155008924711,25.8132862505548,25.7865096788676
601,9.3068E-06,25.8138868382554,25.8132862505548,25.7865096788676
602,9.3065E-06,25.8052112968462,25.8010621634802,25.7865096788676
603,9.3066E-06,25.8074306213927,25.7990248156344,25.7865096788676
604,9.3064E-06,25.8037989994074,25.7969874677887,25.7865096788676
605,9.3063E-06,25.7999656206452,25.7969874677887,25.7865096788676
606,9.3061E-06,25.7981498096526,25.7929127720971,25.7865096788676
607,9.3061E-06,25.7969392689908,25.7949501199429,25.7865096788676
608,9.306E-06,25.7939129173364,25.7888380764056,25.7865096788676
609,9.3059E-06,25.7920971063438,25.7908754242513,25.7865096788676
610,9.3058E-06,25.7904830521281,25.7969874677887,25.7865096788676
611,9.3063E-06,25.8003691341991,25.7949501199429,25.7865096788676
612,9.3061E-06,25.7965357554369,25.7929127720971,25.7865096788676
613,9.3059E-06,25.7912900792359,25.7929127720971,25.7865096788676
614,9.3062E-06,25.7989568367604,25.7888380764056,25.7865096788676
616,9.3058E-06,25.7906848089051,25.7888380764056,25.7865096788676
617,9.3058E-06,25.7902812953511,25.784763380714,25.7865096788676
618,9.3064E-06,25.8021849451918,25.7929127720971,25.7865096788676
619,9.3062E-06,25.7979480528756,25.7929127720971,25.7865096788676
620,9.306E-06,25.7933076470055,25.7929127720971,25.7865096788676
621,9.306E-06,25.7933076470055,25.7969874677887,25.7865096788676
622,9.306E-06,25.7933076470055,25.7929127720971,25.7865096788676
623,9.3057E-06,25.7884654843585,25.7888380764056,25.7865096788676
624,9.306E-06,25.7939129173364,25.7929127720971,25.7865096788676
625,9.3058E-06,25.790886565682,25.7929127720971,25.7865096788676
626,9.3059E-06,25.790886565682,25.7949501199429,25.7865096788676
627,9.3059E-06,25.7927023766746,25.7888380764056,25.7865096788676
628,9.3055E-06,25.7840268352654,25.7929127720971,25.7865096788676
629,0.0020386,26.0683021340016,25.7888380764056,25.7865096788676
630,0.0052439,26.3071821579219,25.7888380764056,25.7865096788676
631,0.0052441,26.3162612128851,25.8153235984006,25.7865096788676
632,0.0052443,26.3261472949561,25.8295850333209,25.7865096788676
633,0.0052445,26.3338140524806,25.8356970768583,25.7865096788676
634,0.0052447,26.3396649990124,25.8458838160871,25.7865096788676
635,0.0052448,26.3441036481055,25.8499585117787,25.7865096788676
636,0.0052449,26.3469282429829,25.8621825988533,25.7865096788676
637,0.0052449,26.3493493243065,25.856070555316,25.7865096788676
638,0.005245,26.3509633785221,25.8601452510075,25.7865096788676
639,0.005245,26.3523756759609,25.8703319902363,25.7865096788676
640,0.005245,26.3531827030687,25.864219946699,25.7865096788676
641,0.005245,26.3541914869535,25.8682946423906,25.7865096788676
642,0.0052451,26.3554020276153,25.864219946699,25.7865096788676
643,0.0052451,26.3554020276153,25.8723693380821,25.7865096788676
644,0.0052451,26.3560072979461,25.8662572945448,25.7865096788676
645,0.0052451,26.3562090547231,25.8703319902363,25.7865096788676
646,0.0052451,26.3562090547231,25.8662572945448,25.7865096788676
647,0.0052451,26.356612568277,25.8662572945448,25.7865096788676
648,0.0052451,26.356814325054,25.8682946423906,25.7865096788676
649,0.0052451,26.3572178386079,25.8662572945448,25.7865096788676
650,0.0052451,26.3572178386079,25.8621825988533,25.7865096788676
651,0.0052451,26.356814325054,25.8682946423906,25.7865096788676
652,0.0052451,26.3570160818309,25.864219946699,25.7865096788676
653,0.0052451,26.356814325054,25.8682946423906,25.7865096788676
654,0.0052451,26.3574195953848,25.8682946423906,25.7865096788676
655,0.0052451,26.3578231089388,25.864219946699,25.7865096788676
656,0.0052451,26.3576213521618,25.8682946423906,25.7865096788676
657,0.0052451,26.3580248657157,25.8662572945448,25.7865096788676
658,0.0052451,26.3574195953848,25.8682946423906,25.7865096788676
659,0.0010451,26.0749601076413,25.8682946423906,25.7865096788676
660,9.3086E-06,25.8518171123239,25.8682946423906,25.7865096788676
661,9.3079E-06,25.8380976514906,25.8682946423906,25.7865096788676
662,9.3073E-06,25.8229658932186,25.8682946423906,25.7865096788676
663,9.307E-06,25.8175184602407,25.8173609462463,25.7865096788676
664,9.3067E-06,25.8114657569319,25.8132862505548,25.7865096788676
665,9.3064E-06,25.8029919722996,25.8010621634802,25.7865096788676
666,9.3065E-06,25.8040007561844,25.803099511326,25.7865096788676
667,9.3063E-06,25.801176161307,25.803099511326,25.7865096788676
668,9.3063E-06,25.8025884587457,25.8010621634802,25.7865096788676
669,9.3061E-06,25.7969392689908,25.7990248156344,25.7865096788676
670,9.3063E-06,25.8027902155227,25.7969874677887,25.7865096788676
671,9.306E-06,25.7949217012212,25.7929127720971,25.7865096788676
672,9.306E-06,25.7943164308903,25.7868007285598,25.7865096788676
673,9.306E-06,25.7933076470055,25.7908754242513,25.7865096788676
674,9.306E-06,25.7949217012212,25.7908754242513,25.7865096788676
675,9.3059E-06,25.7918953495668,25.7888380764056,25.7865096788676
676,9.306E-06,25.7941146741134,25.7908754242513,25.7865096788676
677,9.3061E-06,25.7957287283291,25.7888380764056,25.7865096788676
678,9.3061E-06,25.7957287283291,25.7929127720971,25.7865096788676
679,9.306E-06,25.7939129173364,25.784763380714,25.7865096788676
680,9.306E-06,25.7935094037825,25.7929127720971,25.7865096788676
681,9.3059E-06,25.7920971063438,25.7908754242513,25.7865096788676
682,9.306E-06,25.7951234579982,25.7868007285598,25.7865096788676
683,9.3057E-06,25.7880619708046,25.7949501199429,25.7865096788676
684,9.3058E-06,25.7902812953511,25.7908754242513,25.7865096788676
685,9.3058E-06,25.791088322459,25.7888380764056,25.7865096788676
686,9.3058E-06,25.7900795385742,25.7908754242513,25.7865096788676
688,9.306E-06,25.7939129173364,25.7888380764056,25.7865096788676
689,0.0035493,26.3545950005074,25.7929127720971,25.7865096788676
690,0.011025,26.8680659978698,25.7888380764056,25.7865096788676
691,0.011028,26.927584247073,25.7969874677887,25.7865096788676
692,0.01103,26.9592600610556,25.8703319902363,25.7865096788676
693,0.011031,26.9798392523055,25.8845934251567,25.7865096788676
694,0.011032,26.9935587131388,25.8988548600771,25.7865096788676
695,0.011032,27.0046553358716,25.9151536428433,25.7865096788676
696,0.011033,27.0117168230652,25.9314524256094,25.7865096788676
697,0.011033,27.01736601282,25.9334897734552,25.7865096788676
698,0.011033,27.0153484450504,25.9396018169925,25.7865096788676
699,0.011033,27.0149449314965,25.9457138605298,25.7865096788676
700,0.011033,27.0169624992661,25.9375644691467,25.7865096788676
701,0.011033,27.0216029051362,25.9477512083756,25.7865096788676
702,0.011034,27.0248310135675,25.943676512684,25.7865096788676
703,0.011033,27.0234187161288,25.9518259040671,25.7865096788676
704,0.011033,27.0238222296827,25.9477512083756,25.7865096788676
705,0.011033,27.0242257432366,25.9497885562213,25.7865096788676
706,0.011034,27.0278573652219,25.9457138605298,25.7865096788676
707,0.011034,27.0266468245602,25.9497885562213,25.7865096788676
708,0.011034,27.027453851668,25.9559005997587,25.7865096788676
709,0.011034,27.0304802033224,25.9518259040671,25.7865096788676
710,0.011034,27.032699527869,25.9477512083756,25.7865096788676
711,0.011034,27.0335065549768,25.9538632519129,25.7865096788676
712,0.011034,27.0347170956386,25.9559005997587,25.7865096788676
713,0.011034,27.0353223659694,25.9477512083756,25.7865096788676
714,0.011034,27.0357258795234,25.9559005997587,25.7865096788676
715,0.011034,27.0359276363003,25.9559005997587,25.7865096788676
716,0.011034,27.0363311498542,25.9599752954502,25.7865096788676
717,0.011034,27.0365329066312,25.9599752954502,25.7865096788676
718,0.011034,27.0367346634082,25.9640499911417,25.7865096788676
719,0.0039366,26.5878258346728,25.9559005997587,25.7865096788676
720,9.3119E-06,25.9276776604607,25.9538632519129,25.7865096788676
721,9.31E-06,25.8855104940761,25.9151536428433,25.7865096788676
722,9.3088E-06,25.8572645453017,25.856070555316,25.7865096788676
723,9.3082E-06,25.8431415709146,25.8479211639329,25.7865096788676
724,9.3075E-06,25.8284133261965,25.8356970768583,25.7865096788676
725,9.3072E-06,25.8225623796647,25.8356970768583,25.7865096788676
726,9.3072E-06,25.820948325449,25.8356970768583,25.7865096788676
727,9.3067E-06,25.811264000155,25.8356970768583,25.7865096788676
728,9.3063E-06,25.8015796748609,25.8071742070175,25.7865096788676
729,9.3064E-06,25.8035972426305,25.7990248156344,25.7865096788676
730,9.3062E-06,25.7983515664295,25.7969874677887,25.7865096788676
731,9.3063E-06,25.8017814316379,25.7949501199429,25.7865096788676
732,9.3062E-06,25.7999656206452,25.7990248156344,25.7865096788676
733,9.3063E-06,25.8013779180839,25.7990248156344,25.7865096788676
734,9.306E-06,25.7953252147751,25.7969874677887,25.7865096788676
735,9.3063E-06,25.8017814316379,25.7929127720971,25.7865096788676
736,9.3063E-06,25.8015796748609,25.7908754242513,25.7865096788676
737,9.3062E-06,25.7999656206452,25.7929127720971,25.7865096788676
738,9.3062E-06,25.7981498096526,25.7888380764056,25.7865096788676
739,9.3059E-06,25.7918953495668,25.7929127720971,25.7865096788676
740,9.306E-06,25.7941146741134,25.7929127720971,25.7865096788676
741,9.3061E-06,25.7975445393217,25.7929127720971,25.7865096788676
742,9.3063E-06,25.8023867019687,25.7969874677887,25.7865096788676
743,9.306E-06,25.7943164308903,25.7908754242513,25.7865096788676
744,9.3062E-06,25.7999656206452,25.7929127720971,25.7865096788676
745,9.306E-06,25.7951234579982,25.7929127720971,25.7865096788676
746,9.3062E-06,25.7981498096526,25.7929127720971,25.7865096788676
747,9.3058E-06,25.7904830521281,25.7908754242513,25.7865096788676
748,9.3058E-06,25.791088322459,25.7908754242513,25.7865096788676
749,0.0035855,26.6277736765108,25.7949501199429,25.7865096788676
750,0.023463,28.1369143681694,25.7929127720971,25.7865096788676
751,0.02348,28.2902495186588,25.8601452510075,25.7865096788676
752,0.023485,28.3398816857909,25.9986849045198,25.7865096788676
753,0.02349,28.3788207437441,26.0312824700521,25.7865096788676
754,0.023493,28.4080754764032,26.0475812528183,25.7865096788676
755,0.023495,28.429461694761,26.0842535140421,25.7865096788676
756,0.023497,28.444189939479,26.1025896446541,25.7865096788676
757,0.023498,28.4550848054349,26.0964776011168,25.7865096788676
758,0.023499,28.4653744010598,26.1229631231118,25.7865096788676
759,0.0235,28.4730411585843,26.1290751666491,25.7865096788676
761,0.023501,28.4815149432166,26.1250004709575,25.7865096788676
762,0.023501,28.4837342677631,26.1372245580321,25.7865096788676
763,0.023502,28.4867606194175,26.1290751666491,25.7865096788676
764,0.023502,28.4879711600793,26.1372245580321,25.7865096788676
765,0.023502,28.4909975117337,26.1433366015695,25.7865096788676
766,0.023502,28.4922080523954,26.1372245580321,25.7865096788676
767,0.023503,28.4940238633881,26.1392619058779,25.7865096788676
768,0.023503,28.4938221066111,26.1392619058779,25.7865096788676
769,0.023503,28.494427376942,26.1433366015695,25.7865096788676
770,0.023503,28.4946291337189,26.1412992537237,25.7865096788676
771,0.023503,28.4958396743807,26.1412992537237,25.7865096788676
772,0.023503,28.4968484582655,26.1494486451068,25.7865096788676
773,0.023503,28.4968484582655,26.1433366015695,25.7865096788676
774,0.023503,28.4978572421503,26.147411297261,25.7865096788676
775,0.023503,28.4968484582655,26.1575980364898,25.7865096788676
776,0.023503,28.4978572421503,26.1412992537237,25.7865096788676
777,0.023503,28.4972519718194,26.1494486451068,25.7865096788676
778,0.023503,28.4996730531429,26.1392619058779,25.7865096788676
779,0.0098982,27.6621806719832,26.1392619058779,25.7865096788676
780,9.3203E-06,26.1145044359254,26.1494486451068,25.7865096788676
781,9.3151E-06,25.9978890188427,26.067954731276,25.7865096788676
782,9.313E-06,25.9502744194802,25.9986849045198,25.7865096788676
783,9.3108E-06,25.9036686040025,25.9212656863806,25.7865096788676
784,9.3098E-06,25.8800630610982,25.8866307730025,25.7865096788676
785,9.3087E-06,25.8548434639782,25.8703319902363,25.7865096788676
786,9.3082E-06,25.8445538683533,25.8418091203956,25.7865096788676
787,9.3077E-06,25.8326502185127,25.8336597290125,25.7865096788676
788,9.3074E-06,25.8249834609882,25.8275476854752,25.7865096788676
789,9.3072E-06,25.821150082226,25.8255103376294,25.7865096788676
790,9.3071E-06,25.8181237305716,25.811248902709,25.7865096788676
791,9.3067E-06,25.8100534594932,25.811248902709,25.7865096788676
792,9.3063E-06,25.8003691341991,25.811248902709,25.7865096788676
793,9.3065E-06,25.805816567177,25.811248902709,25.7865096788676
794,9.3066E-06,25.8082376485005,25.811248902709,25.7865096788676
795,9.3066E-06,25.8070271078388,25.803099511326,25.7865096788676
796,9.3065E-06,25.8056148104001,25.7990248156344,25.7865096788676
797,9.3062E-06,25.7997638638682,25.7990248156344,25.7865096788676
798,9.306E-06,25.7949217012212,25.7990248156344,25.7865096788676
799,9.3064E-06,25.8048077832922,25.7990248156344,25.7865096788676
800,9.3065E-06,25.8037989994074,25.803099511326,25.7865096788676
801,9.3063E-06,25.8005708909761,25.7949501199429,25.7865096788676
802,9.3061E-06,25.7955269715521,25.7949501199429,25.7865096788676
803,9.3063E-06,25.8001673774222,25.7990248156344,25.7865096788676
804,9.3059E-06,25.7935094037825,25.7949501199429,25.7865096788676
805,9.3061E-06,25.7965357554369,25.7949501199429,25.7865096788676
806,9.3062E-06,25.7979480528756,25.7949501199429,25.7865096788676
807,9.306E-06,25.7947199444443,25.7949501199429,25.7865096788676
808,9.3063E-06,25.8017814316379,25.7949501199429,25.7865096788676
809,0.024111,28.5230768392703,25.7969874677887,25.7865096788676
810,0.034831,29.370455302501,25.8316223811667,25.7865096788676
811,0.034857,29.530650183407,25.9762740782164,25.7865096788676
812,0.034872,29.6220460033697,26.1148137317287,25.7865096788676
813,0.034882,29.6821695229037,26.1433366015695,25.7865096788676
814,0.034889,29.7239331757344,26.1983449934052,25.7865096788676
815,0.034894,29.7552054761631,26.2044570369425,25.7865096788676
816,0.034898,29.7778022351826,26.2472413417037,25.7865096788676
817,0.0349,29.7943462908933,26.2635401244699,25.7865096788676
818,0.034902,29.8054429136261,26.2737268636987,25.7865096788676
819,0.034904,29.8155307524741,26.2839136029275,25.7865096788676
820,0.034905,29.8236010235525,26.2961376900022,25.7865096788676
821,0.034906,29.8290484565304,26.2981750378479,25.7865096788676
822,0.034907,29.8336888624005,26.306324429231,25.7865096788676
823,0.034908,29.8367152140549,26.3042870813853,25.7865096788676
824,0.034908,29.8393380521553,26.3103991249226,25.7865096788676
825,0.034908,29.8417591334789,26.2981750378479,25.7865096788676
826,0.034909,29.8441802148024,26.324660559843,25.7865096788676
827,0.034909,29.846197782572,26.3287352555345,25.7865096788676
828,0.034909,29.8476100800107,26.3083617770768,25.7865096788676
829,0.034909,29.8486188638955,26.3226232119972,25.7865096788676
830,0.03491,29.8482153503416,26.3083617770768,25.7865096788676
831,0.034909,29.8463995393489,26.3124364727683,25.7865096788676
832,0.034909,29.8496276477803,26.3205858641514,25.7865096788676
834,0.03491,29.8500311613342,26.3205858641514,25.7865096788676
835,0.03491,29.8514434587729,26.3205858641514,25.7865096788676
836,0.03491,29.8520487291038,26.3226232119972,25.7865096788676
837,0.03491,29.8522504858808,26.3165111684599,25.7865096788676
838,0.03491,29.8524522426577,26.3165111684599,25.7865096788676
839,0.0094949,28.1445811256939,26.3226232119972,25.7865096788676
840,9.3257E-06,26.2369707995399,26.3165111684599,25.7865096788676
841,9.3193E-06,26.0925129472368,26.1840835584849,25.7865096788676
842,9.3155E-06,26.0093891551294,26.0862908618879,25.7865096788676
843,9.3133E-06,25.9585464473355,25.9742367303706,25.7865096788676
844,9.3113E-06,25.9135546860735,25.935527121301,25.7865096788676
845,9.3102E-06,25.8883350889535,25.9070042514602,25.7865096788676
846,9.3096E-06,25.8744138713433,25.882556077311,25.7865096788676
847,9.3089E-06,25.8582733291866,25.8540332074702,25.7865096788676
848,9.3082E-06,25.8439485980224,25.8499585117787,25.7865096788676
849,9.3074E-06,25.8272027855348,25.8356970768583,25.7865096788676
850,9.3075E-06,25.8278080558657,25.8316223811667,25.7865096788676
851,9.3072E-06,25.8213518390029,25.8234729897836,25.7865096788676
852,9.3069E-06,25.8157026492481,25.8132862505548,25.7865096788676
